Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.22-3.33.220.150-54240-443-6,192.168.3.22,54240,3.33.220.150,443,6,24/01/2023 09:43:01 AM,157,1,1,31.0,46.0,31.0,31.0,31.0,0.0,46.0,46.0,46.0,0.0,490445.8598726115,12738.853503184713,157.0,0.0,157.0,157.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,6369.426751592357,6369.426751592357,31.0,46.0,41.0,8.660254037844387,75.0,0,0,0,1,1,0,0,0,1.0,61.5,31.0,46.0,0,0,0,0,0,0,1,31,1,46,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-3.33.220.150-54240-443-6,3.33.220.150,443,192.168.3.22,54240,6,24/01/2023 09:43:01 AM,55,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,55.0,0.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18181.81818181818,18181.81818181818,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,269,0,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-3.220.38.137-52184-443-6,192.168.3.22,52184,3.220.38.137,443,6,24/01/2023 09:43:03 AM,596,2,1,31.0,46.0,31.0,0.0,15.5,21.920310216782973,46.0,46.0,46.0,0.0,129194.63087248323,5033.557046979866,298.0,363.4528855298854,555.0,41.0,41.0,41.0,0.0,41.0,41.0,0,0,0,0,0,0,1,0,0,64,32,3355.7046979865772,1677.8523489932886,0.0,46.0,30.75,21.68524844220144,470.25,0,0,0,1,1,0,0,0,0.0,41.0,15.5,46.0,0,0,0,0,0,0,2,31,1,46,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-3.220.38.137-52184-443-6,3.220.38.137,443,192.168.3.22,52184,6,24/01/2023 09:43:03 AM,246,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8130.081300813007,246.0,0.0,246.0,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4065.0406504065036,4065.0406504065036,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,292,0,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-192.16.58.8-45732-80-6,192.168.3.22,45732,192.16.58.8,80,6,24/01/2023 09:43:01 AM,2920080,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0273691131749816,1460040.0,2002807.8328192148,2876239.0,43841.0,0,0,0,0,0,43841.0,43841.0,0.0,43841.0,43841.0,0,0,0,0,32,64,0.34245637105832716,0.6849127421166543,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,131,0,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-41252-443-6,192.168.3.22,41252,200.147.253.13,443,6,24/01/2023 09:43:04 AM,312220,19,21,1132.0,43212.0,517.0,0.0,59.57894736842104,158.96237003680872,4200.0,0.0,2057.714285714286,1277.1161318712227,142028.05713919672,128.11479085260393,8005.641025641027,17467.156713593085,54832.0,2.0,264705.0,14705.833333333334,21857.95164034738,54946.0,8.0,312220.0,15611.000000000004,24232.31441473837,59362.0,6.0,0,0,0,0,608,688,60.854525654986865,67.26026519761706,0.0,4200.0,1081.560975609756,1361.0658332494518,1852500.2024390243,0,1,0,0,0,0,0,0,1.0,1108.6,59.578947368421055,2057.714285714286,0,0,0,0,0,0,19,1132,21,43212,-1,130,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-41252-443-6,192.168.3.22,41252,200.147.253.13,443,6,24/01/2023 09:43:04 AM,150,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,206666.6666666667,20000.0,75.0,86.2670273047588,136.0,14.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0,0,0,64,32,13333.333333333334,6666.666666666667,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,640,1,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-41266-443-6,192.168.3.22,41266,200.147.253.13,443,6,24/01/2023 09:43:04 AM,738497,78,93,1088.0,188554.0,517.0,0.0,13.948717948717944,77.79541892764128,5600.0,0.0,2027.4623655913965,1211.0301629742642,256794.54351202512,231.55138070973885,4344.099999999998,12474.933590626144,54533.0,5.0,693127.0,9001.64935064935,18378.070249596705,92866.0,27.0,738497.0,8027.141304347827,17134.793892167672,66528.0,7.0,0,0,0,0,2496,2992,105.61992804303877,125.93145266670007,0.0,5600.0,1102.5697674418611,1343.3841489731178,1804680.9717122281,0,1,0,0,0,0,0,0,1.0,1109.017543859649,13.948717948717949,2027.4623655913979,0,0,0,0,0,0,78,1088,93,188554,-1,130,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-41252-443-6,200.147.253.13,443,192.168.3.22,41252,6,24/01/2023 09:43:04 AM,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.05882352941,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,58823.529411764706,58823.529411764706,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
142.250.219.138-192.168.3.22-443-33124-6,192.168.3.22,33124,142.250.219.138,443,6,24/01/2023 09:43:06 AM,44824,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44.61895413171515,44824.0,0.0,44824.0,44824.0,0,0,0,0,0,44824.0,44824.0,0.0,44824.0,44824.0,0,0,0,0,0,64,0.0,44.61895413171515,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,268,0,0,0,0,0,0,0,0,0,0,No Label
