Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
142.250.218.214-192.168.3.22-443-54244-6,192.168.3.22,54244,142.250.218.214,443,6,24/01/2023 09:42:25 AM,667,2,1,24.0,39.0,24.0,0.0,12.0,16.97056274847714,39.0,39.0,39.0,0.0,94452.7736131934,4497.751124437781,333.5,419.31432124362266,630.0,37.0,37.0,37.0,0.0,37.0,37.0,0,0,0,0,0,0,1,0,0,64,32,2998.500749625188,1499.250374812594,0.0,39.0,25.5,18.411952639521967,339.0,0,0,0,1,1,0,0,0,0.0,34.0,12.0,39.0,0,0,0,0,0,0,2,24,1,39,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
142.250.218.214-192.168.3.22-443-54244-6,142.250.218.214,443,192.168.3.22,54244,6,24/01/2023 09:42:25 AM,258,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7751.937984496125,258.0,0.0,258.0,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3875.9689922480625,3875.9689922480625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,277,0,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-47724-443-6,192.168.3.22,47724,200.147.253.13,443,6,24/01/2023 09:42:28 AM,323410,14,22,1132.0,42764.0,517.0,0.0,80.85714285714285,182.03036819458163,5600.0,0.0,1943.8181818181818,1767.7557910516193,135728.64166228627,111.31381218886244,9240.285714285714,18534.34309055272,55111.0,24.0,275781.0,21213.92307692308,23681.73068162298,55346.0,141.0,323410.0,15400.47619047619,23625.555584195365,64618.0,190.0,0,0,0,0,448,720,43.288704740113175,68.02510744874927,0.0,5600.0,1186.3783783783783,1643.1223047626152,2699850.9084084085,0,1,0,0,0,0,0,0,1.0,1219.3333333333333,80.85714285714286,1943.8181818181818,0,0,0,0,0,0,14,1132,22,42764,-1,130,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-47724-443-6,192.168.3.22,47724,200.147.253.13,443,6,24/01/2023 09:42:28 AM,457,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,67833.69803063458,6564.551422319475,228.5,249.60869375885127,405.0,52.0,52.0,52.0,0.0,52.0,52.0,0,0,0,0,0,0,0,0,0,64,32,4376.36761487965,2188.183807439825,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,648,1,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-47730-443-6,192.168.3.22,47730,200.147.253.13,443,6,24/01/2023 09:42:28 AM,811302,82,97,1088.0,222085.0,517.0,0.0,13.268292682926825,75.91044899211758,11200.0,0.0,2289.5360824742265,1580.6745992735694,275080.05650177127,220.63300719091043,4557.876404494384,12370.927748227678,53358.0,1.0,766130.0,9458.395061728394,17923.713198357513,90719.0,6.0,811302.0,8451.0625,16895.31778851762,60703.0,11.0,0,0,0,0,2624,3120,101.0721038528193,119.56090333809112,0.0,11200.0,1239.8500000000004,1624.0353508928677,2637490.8209497198,0,1,0,0,0,0,0,0,1.0,1246.7765363128492,13.268292682926829,2289.536082474227,0,0,0,0,0,0,82,1088,97,222085,-1,130,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-47730-443-6,192.168.3.22,47730,200.147.253.13,443,6,24/01/2023 09:42:29 AM,136,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,227941.17647058822,22058.823529411766,68.0,72.12489168102785,119.0,17.0,17.0,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,0,64,32,14705.882352941177,7352.941176470588,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,1982,1,0,0,0,0,0,0,0,0,0,No Label
142.251.129.196-192.168.3.22-443-52116-17,192.168.3.22,52116,142.251.129.196,443,17,24/01/2023 09:42:28 AM,163427,5,7,256.0,4859.0,79.0,33.0,51.2,24.92388412747901,1250.0,25.0,694.1428571428571,575.5830170564534,31298.377869017975,73.42727945810668,14857.0,22041.753419362987,71078.0,10.0,163235.0,40808.75,38456.87209827826,92544.0,165.0,137042.0,22840.333333333332,29611.713335547924,71270.0,10.0,0,0,0,0,40,56,30.59469977421112,42.83257968389557,25.0,1250.0,489.6153846153847,564.380565821435,318525.4230769231,0,0,0,0,0,0,0,0,1.0,530.4166666666666,51.2,694.1428571428571,0,0,0,0,0,0,5,256,7,4859,-1,-1,5,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-31.13.85.51-59566-443-6,31.13.85.51,443,192.168.3.22,59566,6,24/01/2023 09:42:25 AM,1619664,3,5,160.0,874.0,80.0,0.0,53.333333333333336,46.188021535170066,781.0,0.0,174.8,341.26045771521785,638.4040146598306,4.939296051526736,231380.5714285714,483608.3725605038,1320363.0,23.0,1447493.0,723746.5,843795.4717373755,1320400.0,127093.0,1619664.0,404916.0,614602.661959199,1320386.0,37.0,0,1,0,0,96,160,1.8522360193225262,3.08706003220421,0.0,781.0,201.6666666666667,330.7842952741258,109418.25000000001,0,0,0,1,1,0,0,0,1.0,226.875,53.333333333333336,174.8,0,0,0,0,0,0,3,160,5,874,-1,5880,2,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.13-47730-443-6,200.147.253.13,443,192.168.3.22,47730,6,24/01/2023 09:42:29 AM,37,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.05405405405,37.0,0.0,37.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27027.027027027027,27027.027027027027,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
142.251.129.110-192.168.3.22-443-57832-6,192.168.3.22,57832,142.251.129.110,443,6,24/01/2023 09:42:25 AM,47442,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.15673875468994,47442.0,0.0,47442.0,47442.0,0,0,0,0,0,47442.0,47442.0,0.0,47442.0,47442.0,0,0,0,0,0,64,0.0,42.15673875468994,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,261,0,0,0,0,0,0,0,0,0,0,No Label
