Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.22-200.147.253.12-50612-443-6,192.168.3.22,50612,200.147.253.12,443,6,16/01/2023 01:29:47 PM,2219751,185,278,4439.0,588450.0,3796.0,0.0,23.9945945945946,281.55496986837113,7000.0,0.0,2116.726618705038,1086.626776638446,267097.07530259027,208.58195356145802,4804.655844155847,19423.88678163036,315988.0,2.0,2132594.0,11590.184782608701,29530.647479454838,316024.0,24.0,2219751.0,8013.541516245494,24793.518553080157,316019.0,2.0,0,0,0,0,5932,8912,83.34268122866033,125.23927233279768,0.0,7000.0,1277.778017241379,1338.715678432078,1792159.6676798586,0,1,0,0,0,0,0,0,1.0,1280.537796976242,23.994594594594595,2116.726618705036,0,0,0,0,0,0,185,4439,278,588450,-1,166,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-50612-443-6,192.168.3.22,50612,200.147.253.12,443,6,16/01/2023 01:29:50 PM,721,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,42995.83911234397,4160.887656033287,360.5,420.72853480599576,658.0,63.0,63.0,63.0,0.0,63.0,63.0,0,0,0,0,0,0,0,0,0,64,32,2773.9251040221916,1386.9625520110958,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,940,1,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34696-443-6,192.168.3.22,34696,200.147.253.12,443,6,16/01/2023 01:29:50 PM,582151,7,9,1362.0,5694.0,719.0,0.0,194.57142857142858,298.6412882499991,2800.0,0.0,632.6666666666666,948.8962008565532,12120.56665710443,27.484278134023647,38810.066666666666,83797.19731374133,328884.0,3.0,467340.0,77890.0,124731.04918503652,328920.0,6476.0,582151.0,72768.875,107509.61181406393,328907.0,3.0,0,0,0,0,224,304,12.024371683635346,15.459906450388303,0.0,2800.0,415.05882352941177,736.4232368845578,542319.1838235295,0,1,0,0,0,0,0,0,1.0,441.0,194.57142857142858,632.6666666666666,0,0,0,0,0,0,7,1362,9,5694,-1,133,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34696-443-6,192.168.3.22,34696,200.147.253.12,443,6,16/01/2023 01:29:50 PM,44,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,704545.4545454546,45454.545454545456,44.0,0.0,44.0,44.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,22727.272727272728,22727.272727272728,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34688-443-6,192.168.3.22,34688,200.147.253.12,443,6,16/01/2023 01:29:50 PM,1964192,328,459,4439.0,994938.0,2800.0,0.0,13.533536585365857,166.4074954121669,8400.0,0.0,2167.620915032681,1285.379966964738,508798.01974552387,400.673661230674,2498.9720101781127,13523.99014487611,254012.0,1.0,1914830.0,5855.749235474011,22205.413946285298,254012.0,4.0,1964192.0,4288.628820960704,20677.253394296516,346392.0,2.0,0,0,0,0,10496,14704,166.98978511265702,233.683876118017,0.0,8400.0,1268.244923857868,1450.1531933839603,2102944.2842816976,0,1,0,0,0,0,0,0,1.0,1269.856416772554,13.533536585365853,2167.62091503268,0,0,0,0,0,0,328,4439,459,994938,-1,166,4,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34702-443-6,192.168.3.22,34702,200.147.253.12,443,6,16/01/2023 01:29:52 PM,1633313,140,214,4439.0,491443.0,3796.0,0.0,31.70714285714286,323.5597083085267,8400.0,0.0,2296.4626168224318,1464.3174942436667,303605.0040622955,216.73739203692128,4626.949008498581,14757.163698087967,151259.0,2.0,1584033.0,11395.920863309351,22295.414633229073,151297.0,25.0,1633313.0,7668.136150234741,18637.30767627274,151276.0,4.0,0,0,0,0,4528,6864,85.71535278296322,131.02203925395807,0.0,8400.0,1396.8507042253518,1600.9532974758058,2563051.4606986563,0,1,0,0,0,0,0,0,1.0,1400.7966101694915,31.707142857142856,2296.46261682243,0,0,0,0,0,0,140,4439,214,491443,-1,144,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34702-443-6,192.168.3.22,34702,200.147.253.12,443,6,16/01/2023 01:29:53 PM,415,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,74698.7951807229,7228.915662650602,207.5,239.7091988222396,377.0,38.0,38.0,38.0,0.0,38.0,38.0,0,0,0,0,0,0,0,0,0,64,32,4819.277108433735,2409.6385542168673,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,2284,1,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34708-443-6,192.168.3.22,34708,200.147.253.12,443,6,16/01/2023 01:29:53 PM,1661917,282,424,4439.0,950127.0,3796.0,0.0,15.74113475177305,228.1201695463773,9800.0,0.0,2240.865566037736,1404.27810832664,574376.4580300942,424.810625320037,2357.3290780141883,8789.579585629905,54440.0,0.0,1611995.0,5736.637010676161,13412.711904460404,72509.0,13.0,1661917.0,3928.8817966903084,11341.290060743488,61624.0,2.0,0,0,0,0,9024,13584,169.6835642213179,255.1270610987191,0.0,9800.0,1350.1640735502137,1546.7839581752744,2392540.613268369,0,1,0,0,0,0,0,0,1.0,1352.0764872521247,15.74113475177305,2240.865566037736,0,0,0,0,0,0,282,4439,424,950127,-1,144,3,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34708-443-6,192.168.3.22,34708,200.147.253.12,443,6,16/01/2023 01:29:55 PM,624,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,49679.48717948718,4807.692307692308,312.0,370.5239533417509,574.0,50.0,50.0,50.0,0.0,50.0,50.0,0,0,0,0,0,0,0,0,0,64,32,3205.128205128205,1602.5641025641025,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,1586,1,0,0,0,0,0,0,0,0,0,No Label
192.168.3.22-200.147.253.12-34710-443-6,192.168.3.22,34710,200.147.253.12,443,6,16/01/2023 01:29:55 PM,1323974,299,408,4423.0,1110028.0,3780.0,0.0,14.792642140468226,220.63162185672738,11200.0,0.0,2720.656862745099,1697.8850523546341,841746.8923105741,533.9984017813039,1875.3172804532585,6773.842744315981,58993.0,1.0,1255215.0,4212.13087248322,9908.12254652495,68960.0,4.0,1323974.0,3253.0073710073702,9024.104775950607,65639.0,3.0,0,0,0,0,9592,13072,225.83525054117376,308.1631512401301,0.0,11200.0,1574.0833333333321,1862.927716694472,3470499.6776284794,0,1,0,0,0,0,0,0,1.0,1576.3097595473832,14.792642140468228,2720.656862745098,0,0,0,0,0,0,299,4423,408,1110028,-1,144,3,0,0,0,0,0,0,0,0,0,No Label
